2023-05-05 18:58:39.788677	4.764716	13.86824
2023-05-05 18:58:40.124181	4.76774	13.86776
2023-05-05 18:58:40.475294	4.76706	13.86734
2023-05-05 18:58:40.811274	4.764358	13.86704
2023-05-05 18:58:41.131525	4.767818	13.8673
2023-05-05 18:58:41.467187	4.768556	13.86754
2023-05-05 18:58:41.818370	4.76617	13.86717
2023-05-05 18:58:42.154719	4.769877	13.86748
2023-05-05 18:58:42.490353	4.770589	13.86804
2023-05-05 18:58:42.825249	4.769904	13.86819
2023-05-05 18:58:43.161860	4.774074	13.86837
2023-05-05 18:58:43.496753	4.773703	13.86813
2023-05-05 18:58:43.833010	4.771924	13.86753
2023-05-05 18:58:44.168893	4.775868	13.8676
2023-05-05 18:58:44.504656	4.776372	13.86768
2023-05-05 18:58:44.856408	4.774481	13.8675
2023-05-05 18:58:45.191978	4.779712	13.86815
2023-05-05 18:58:45.543300	4.778919	13.86874
2023-05-05 18:58:45.879520	4.779033	13.86916
2023-05-05 18:58:46.231291	4.783793	13.86974
2023-05-05 18:58:46.566483	4.782342	13.86944
2023-05-05 18:58:46.902664	4.783538	13.86912
2023-05-05 18:58:47.238252	4.788262	13.86932
2023-05-05 18:58:47.574185	4.786763	13.86987
2023-05-05 18:58:47.910089	4.788167	13.87021
2023-05-05 18:58:48.261522	4.793389	13.87091
2023-05-05 18:58:48.597519	4.792397	13.87157
2023-05-05 18:58:48.932405	4.794219	13.87204
2023-05-05 18:58:49.269029	4.799055	13.87264
2023-05-05 18:58:49.620881	4.796529	13.87264
2023-05-05 18:58:49.940414	4.798178	13.87229
2023-05-05 18:58:50.291764	4.802726	13.87216
2023-05-05 18:58:50.643897	4.800444	13.87191
2023-05-05 18:58:50.979559	4.803256	13.87206
2023-05-05 18:58:51.331107	4.807627	13.87228
2023-05-05 18:58:51.667327	4.804867	13.87224
2023-05-05 18:58:52.242773	4.812016	13.87302
2023-05-05 18:58:52.451267	4.811856	13.87294
2023-05-05 18:58:52.642206	4.81011	13.87277
2023-05-05 18:58:52.850259	4.810637	13.87273
2023-05-05 18:58:53.041343	4.813931	13.87281
2023-05-05 18:59:08.563501	4.911536	14.25008
2023-05-05 18:59:15.921573	4.913284	13.97481
2023-05-05 18:59:16.273206	4.927154	13.96938
2023-05-05 18:59:16.609479	4.955313	13.96588
2023-05-05 18:59:16.945419	5.003747	13.96608
2023-05-05 18:59:17.297074	5.061011	13.96974
2023-05-05 18:59:17.632415	5.133164	13.97819
2023-05-05 18:59:17.968301	5.200225	13.98812
2023-05-05 18:59:18.319339	5.268501	13.99971
2023-05-05 18:59:18.671587	5.332958	14.01213
2023-05-05 18:59:19.007598	5.405151	14.03018
2023-05-05 18:59:19.359360	5.494937	14.04641
2023-05-05 18:59:19.695210	5.563884	14.06359
2023-05-05 18:59:20.014912	5.639599	14.08243
2023-05-05 18:59:20.366060	5.713748	14.10217
2023-05-05 18:59:20.718204	5.783054	14.12199
2023-05-05 18:59:21.053804	5.859521	14.14859
2023-05-05 18:59:21.405250	5.952147	14.1711
2023-05-05 18:59:21.756574	6.023423	14.19406
2023-05-05 18:59:22.092940	6.100855	14.21846
2023-05-05 18:59:22.428470	6.175082	14.24943
2023-05-05 18:59:22.764098	6.245224	14.27378
2023-05-05 18:59:23.100296	6.341542	14.2995
2023-05-05 18:59:23.451877	6.412726	14.326
2023-05-05 18:59:23.803828	6.483287	14.35255
2023-05-05 18:59:24.139362	6.559699	14.38024
