2023-05-05 15:22:33.124191	255.014	268.0547
2023-05-05 15:22:33.476072	255.0021	268.0461
2023-05-05 15:22:33.812393	254.9922	268.0379
2023-05-05 15:22:34.163638	254.9816	268.0277
2023-05-05 15:22:34.483225	254.9711	268.0218
2023-05-05 15:22:41.405911	255.0153	268.054
2023-05-05 15:22:41.614155	255.011	268.0495
2023-05-05 15:22:41.822216	255.0039	268.0429
2023-05-05 15:22:42.014048	254.9991	268.0395
2023-05-05 15:22:42.222109	254.9939	268.0375
2023-05-05 15:22:57.711292	254.9625	268.1088
2023-05-05 15:23:05.086570	254.9301	268.0982
2023-05-05 15:23:05.422142	254.9131	268.089
2023-05-05 15:23:05.757787	254.8992	268.0875
2023-05-05 15:23:06.092916	254.8847	268.0933
2023-05-05 15:23:06.428980	254.8792	268.1082
2023-05-05 15:23:06.748304	254.8773	268.1277
2023-05-05 15:23:07.084201	254.8773	268.1521
2023-05-05 15:23:07.420578	254.8788	268.1822
2023-05-05 15:23:07.755707	254.8721	268.207
2023-05-05 15:23:08.091596	254.857	268.2314
2023-05-05 15:23:08.427551	254.8445	268.2608
2023-05-05 15:23:08.778886	254.8282	268.282
2023-05-05 15:23:09.115342	254.7924	268.302
2023-05-05 15:23:09.450781	254.7574	268.3128
2023-05-05 15:23:09.802192	254.7089	268.3077
2023-05-05 15:23:10.137500	254.6463	268.2952
2023-05-05 15:23:10.473679	254.5757	268.2789
2023-05-05 15:23:10.809478	254.4947	268.2455
2023-05-05 15:23:11.144707	254.406	268.2167
2023-05-05 15:23:11.481263	254.2887	268.187
2023-05-05 15:23:11.816690	254.1866	268.1534
2023-05-05 15:23:12.152174	254.0798	268.1215
2023-05-05 15:23:12.488518	253.9747	268.0939
2023-05-05 15:23:12.807907	253.8726	268.0695
2023-05-05 15:23:13.143637	253.775	268.0534
2023-05-05 15:23:13.479553	253.6863	268.0482
2023-05-05 15:23:13.815167	253.6035	268.0496
2023-05-05 15:23:14.150924	253.5252	268.0642
2023-05-05 15:23:14.502678	253.4566	268.088
2023-05-05 15:23:14.838671	253.379	268.1157
2023-05-05 15:23:15.173763	253.3203	268.1481
2023-05-05 15:23:15.510212	253.2662	268.1847
2023-05-05 15:23:15.845834	253.2107	268.2174
2023-05-05 15:23:16.181369	253.1503	268.2473
2023-05-05 15:23:16.517364	253.0888	268.2814
2023-05-05 15:23:16.852675	253.0232	268.3009
2023-05-05 15:23:17.188669	252.9297	268.3118
2023-05-05 15:23:17.508342	252.8439	268.3134
2023-05-05 15:23:17.844201	252.749	268.3069
2023-05-05 15:23:18.179032	252.6486	268.2912
2023-05-05 15:23:18.531629	252.5395	268.266
2023-05-05 15:23:18.866664	252.4227	268.2375
2023-05-05 15:23:19.202950	252.3024	268.2001
2023-05-05 15:23:19.554900	252.1796	268.1652
