Temp	Refl	Refl_err	
13.87303	11.73653448275862	0.2894704568045993
13.97861	12.74137931034482	0.08718367997909246
19.13982	12.4043275862069	0.176469337761651
21.24654	11.05323448275862	0.3433912258392068
36.19013	12.79453448275862	0.08457749262785716
42.68653	12.4846724137931	0.1137708507500075
46.30124	11.57971428571429	0.5112219854107871
52.44161	12.29375862068965	0.06687180487883244
52.60639	11.77277586206897	0.5933742798344772
59.54173	12.39427586206896	0.04536586636617231
60.00608	12.01858620689655	0.1777686441536669
64.63236999999999	12.30091379310345	0.05728822605241869
66.38639999999999	11.8859827586207	0.1204913062222692
77.21722	11.90210344827587	0.1097278278059214
77.75758999999999	11.83072413793104	0.1317092923571544
80.62499	11.81336206896552	0.06029087489595248
88.48372999999999	11.85293103448276	0.04268564406536073
89.91151000000001	11.78365517241379	0.1141829372669197
95.30673	11.69058620689655	0.08081354326638278
101.3625	11.31196551724137	0.09566932371766046
109.7043	11.25451724137931	0.0621306302879362
112.6018	11.40993103448275	0.1107052411413808
113.9983	10.26251228070175	0.1642396164254238
116.1091	11.25974137931034	0.04347871470708697
118.3597	11.52963793103449	0.09513995104778288
122.4319	11.01731034482759	0.1206012533383364
122.9611	11.366	0.06265504905762809
123.1051	10.55405964912281	0.3597264388781382
127.6067	10.10356666666666	0.2218618191208792
128.8445	10.60020689655172	0.1087567292600053
132.2675	11.00551724137931	0.0835243597296744
137.2279	10.73482758620689	0.07944660708256987
143.6245	10.91906896551724	0.04447698438866044
143.6696	10.80044827586207	0.1023692054338867
147.3888	10.61608620689655	0.07244624272943616
147.5102	10.78896551724138	0.1277237003790821
151.4658	10.50755172413793	0.1260632261200147
151.4998	10.01730517241379	0.08014891834065642
155.3682	10.35343103448276	0.07426585795337261
157.2877	10.36956896551725	0.08466019544055672
159.3099	10.77525862068966	0.08980238080417194
162.7948	10.6585	0.05736611098597483
164.0404	10.4598275862069	0.1537795262291993
166.2367	10.62960344827586	0.09820842362479923
167.3988	10.27206896551724	0.082813221930535
169.5748	10.55308620689655	0.06372551172201768
174.0747	10.4165	0.08994754218336136
174.7503	10.4856551724138	0.05838916754877773
177.4075	10.18270175438596	0.1152994522152326
178.152	10.43642105263158	0.08630849348711138
182.6632	10.29156896551725	0.06534236416064422
183.638	10.36927586206896	0.05659498975736415
186.5955	10.34560344827586	0.03625909619771173
187.647	10.13406896551724	0.08888599091920199
190.8707	10.30620344827586	0.1307255904102538
194.983	10.24384482758621	0.07296428075674821
198.3519	10.06297586206896	0.1477315264258747
199.1359	10.20891228070175	0.06838494773891785
202.6389	10.44944827586207	0.05732940883802141
207.0628	10.20312280701754	0.09563308356851406
209.2805	9.884613793103449	0.12929499476708
211.8208	10.33091379310345	0.06407923018252309
216.5317	10.0432	0.1099229369556942
220.0141	9.98018448275862	0.08995194656176006
220.8978	10.28384482758621	0.0624369479815126
225.1492	10.28581034482759	0.06306085098908285
230.4958	9.992531034482761	0.03377567583691229
231.1585	10.19536206896552	0.06529817504865594
234.4928	9.99982068965517	0.1912651091697888
237.7491	10.04035862068966	0.127537300878366
238.4516	10.18341379310345	0.08344232666168774
241.3798	9.888363793103448	0.1197965512402617
242.0093	10.18751785714285	0.04199191719478727
245.309	9.883744827586209	0.1318055401122452
246.8772	10.076	0.1335130137012351
248.6786	10.25951724137931	0.0705633101350667
253.1528	10.11000344827586	0.091407869512417
253.5432	9.976467241379313	0.04731929834473747
255.1519	9.906924137931037	0.1993336297996011
256.5341	9.91410344827586	0.0528906091838007
259.691	10.21974137931035	0.03489667524170585
262.3109	9.86173103448276	0.05337436491392047
262.5589	9.823670689655172	0.1845901938298593
264.6192	10.1421724137931	0.1131875370760669
266.8218	10.20784210526315	0.06017570456695363
266.9708	9.53926206896552	0.09138557727371664
268.0377	9.661872413793102	0.1293718108627134
268.4657	10.1351275862069	0.04481521752440595
269.2683	9.977029310344827	0.1958884922150431
269.6115	10.08958947368421	0.07649067523540767
