y_1	x_1
0.9170197716494912	61.18420761457659
0.9086420662372203	79.60526111769651
0.901906936391812	100.657885090468
0.8968659060805744	114.4736827447528
0.8967903513238953	128.9473654895057
0.9182708360901688	138.8157923854234
0.9314766447292642	147.3684189926256
0.9214941506889818	155.9210455998278
0.9131782722511115	162.5000018817362
0.9047559303496178	189.4736819920583
0.8946944567774711	213.1578764344814
0.8813031861004474	240.1315565448035
0.8778531882677407	266.4473515646577
0.8677745430956894	293.4210316749798
0.8510569285347604	323.026312362733
0.8392773151571433	358.5526190802573
0.8258723072944967	388.157869660231
0.8141270557662115	417.1052652575162
0.8006739676752994	455.9210275351601
0.7872346167700106	492.1052193431524
0.7771113254696413	527.6315561684562
0.7586824399318042	567.7631187348156
0.7518923610295685	599.3420848017524
0.7124924379146074	690.6012756001596
0.6693764355245913	783.9411090605951
0.6278286816802925	904.0145611593721
0.6006423720142049	1004.110586605595
0.5782241481473929	1117.59188540668
0.5589868122802613	1237.769624902352
0.5460794693502544	1404.747640241893
0.5411654906760928	1545.037048603405
0.5330326128894507	1718.718795105562
0.5280361945589275	1945.867620189571
0.5245890000991593	2219.794691018534
0.5243289977125283	2493.736342960178
0.5287673619198648	2854.560075972681
0.5251552881473732	3302.205980246638
0.5280507697413712	3609.570242181727
0.522864105563937	4037.164387222625
0.5242040592137232	4304.432262994668
0.5256073906609489	4504.884714901379
0.528559946279834	4752.115095516631
0.5266746588074624	5059.457327352808
0.5247829922919061	5373.480784344817
0.5229420960286844	5634.051902562485
0.5163520629191605	5861.193278483635
0.5146443384779624	5981.452958064253
