y_6	x_6
0.9501424880623022	61.84210775893435
0.9434726100450637	70.39473436613656
0.9450911454192104	77.63157573851296
0.9467096713114285	84.8684171108894
0.9334111363943334	94.07894386244936
0.9035323498406986	106.5789412280186
0.877003947206519	111.8420972212115
0.8206585755111764	117.7631533587622
0.8719938067169519	119.7368387379457
0.800758858144055	122.368424261487
0.7460869802830317	124.9999947311386
0.7361388198034626	126.9736801103221
0.7493618094458074	132.236836103515
0.8569977473333337	136.8421070062399
0.9629877039212522	139.4736774758914
0.9894783196951642	141.447362855075
0.9530258156594049	144.0789483786163
0.8486715660455375	145.3947336134421
0.7376955281246251	146.0526337577998
0.8685232220696673	149.9999894622772
0.9894199364598062	152.6315749858185
0.9943648203802391	157.2368308346536
0.9777674018847593	163.815787116562
0.9462838172211849	166.4473575862135
0.7673854277865624	169.7368432541126
0.9065083942338727	171.0526284889384
0.9744135742262621	171.7105135794064
0.9892859985463527	178.289454807425
0.9842793017958285	185.5263112336913
0.969338191390454	192.1052524617099
0.8633173260170077	195.394738129609
0.9527476367468217	197.3684235087925
0.9808979996875009	198.6841936897285
0.9825302626867589	203.2894796463432
0.9709086369758235	208.5526205856463
0.932796395333809	211.8421062535454
0.9708674252617864	216.4473621023805
0.9592354966223418	223.6841884208671
0.9409577299226239	234.8684156055004
0.9177007411579627	248.0262980615377
0.8927839957446058	261.8420957158226
0.8446583607587097	279.6052641284745
0.7882786460207254	292.1052614940438
0.7103531946882979	307.2368293292646
0.6357712774892033	316.4473711347143
0.5446228555568717	326.3157679228526
0.4667248596318338	336.1841948187703
0.4087128817374245	344.0789363355045
0.3556423392834413	357.2368187915417
0.3406703580202531	369.7368161571111
0.3554912297700834	386.1841842810475
0.3851914322819464	407.8947234520665
0.423156055559288	432.894718183205
0.4462516129182251	450.657886595857
0.4561104814554917	465.7894544310778
0.4659384032795166	486.8420784038493
0.4824259189989606	501.3157912563817
0.5022226450872869	516.4473590916025
0.5220227676621803	530.9210117285759
0.5302150296860459	548.0263251585393
0.5218510522918038	563.8157479764486
0.5266997993033606	586.8420573284036
0.5349194980850931	598.6841696035049
0.5674304249201007	736.6938875075857
0.5799889840983419	937.1986417192621
0.5861414143051973	1171.081152782277
0.5969985904501092	1485.164202723906
0.6015511022558636	1725.720648651353
0.6091956829103955	2066.514652706336
0.6105355987744132	2333.782528301753
0.6164914796627096	2774.791584830742
0.6178060295943484	3068.78531286523
0.614396884484505	3302.623129480969
0.5998262077206413	3543.090344855444
0.5772938364058637	3776.838772223379
0.5611866185869823	3957.164974151569
0.5434731028724586	4150.846811654642
0.5321593744205479	4317.832593193452
0.5272263716732326	4478.165994588754
0.5222806852074671	4651.86311479462
0.5172842668769438	4879.011939878629
0.513856097092138	5132.894383600979
0.5120405292764312	5366.739332166541
0.5102440236205508	5580.539970838526
0.5132473111041935	5774.318646575635
0.5130507236989619	5981.445508901395
