y_2	x_2
0.9153531654504243	63.15789299376013
0.9119856005277203	73.68420498014588
0.9052813793892562	88.81578786925648
0.8919519262047049	103.9473707583671
0.8819350986037091	119.0789385935879
0.8934674228904138	130.9210508686892
0.9099927351092214	138.1578922410656
0.9281915031560506	142.1052629994327
0.9347892607523078	147.3684189926256
0.9281365542563902	152.6315749858185
0.9214769791676609	159.2105162138371
0.9114841916022143	169.7368432541126
0.9014879508157967	180.9210553848561
0.8931171235568494	198.0263085992605
0.8764613265669758	215.7894770119125
0.8680630247796148	238.1579012733995
0.8530326224319382	261.8420957158226
0.8413079579539817	286.8420904469612
0.8246006463215618	314.4736857555308
0.8095462038597525	342.7631360467889
0.7911619641358996	374.3421021137257
0.7710630569485717	417.1052652575162
0.7542733030813877	460.5263134917747
0.7391913862483317	494.0789047223359
0.7241026005867137	528.9473263493924
0.7156871461633052	554.6052362787784
0.7056016131988347	582.8947467855957
0.7022100176439265	598.0263146208165
0.6630781502286185	703.7332798905788
0.6150101199649681	977.4516174075452
0.5924904695526003	1197.836960214364
0.5715390299001818	1444.955921482899
0.5616159500797597	1825.756922629751
0.5516548209094128	2246.647177989827
0.5432555987264625	2700.952594357115
0.5348056446787545	3208.709715602547
0.5293970271637098	3870.156575408275
0.5240518630176414	4464.78801170192
0.5216338498695978	5333.3766319825
0.5165486503243921	5654.066416157877
0.514657021594604	5968.089873326512
