0	0	2023-04-25 12:36:22.617746	[5.141532, 13.82413, 5.135427, 13.85043]
0	1	2023-04-25 12:36:31.093354	[5.031187, 13.83712, 5.023992, 13.86152]
0	2	2023-04-25 12:36:39.522288	[4.961774, 13.82817, 4.962257, 13.8515]
0	3	2023-04-25 12:36:47.981686	[4.931288, 13.81554, 4.925573, 13.83745]
0	4	2023-04-25 12:36:56.438199	[4.917619, 13.817, 4.922538, 13.84202]
0	5	2023-04-25 12:37:04.871778	[4.926408, 13.81895, 4.922018, 13.847]
0	6	2023-04-25 12:37:13.312634	[4.932166, 13.82025, 4.936936, 13.84185]
0	7	2023-04-25 12:37:21.761129	[4.946659, 13.81842, 4.945441, 13.84744]
0	8	2023-04-25 12:37:30.216460	[4.95827, 13.82528, 4.960277, 13.845]
0	9	2023-04-25 12:37:38.659655	[4.968567, 13.82474, 4.970821, 13.8536]
1	0	2023-04-25 12:39:11.670302	[16.41156, 21.04472, 16.4549, 21.09281]
1	1	2023-04-25 12:39:20.098074	[16.85695, 21.5535, 16.86635, 21.57274]
1	2	2023-04-25 12:39:28.590023	[16.91781, 21.66741, 16.91431, 21.6677]
1	3	2023-04-25 12:39:37.032973	[16.69352, 21.51192, 16.67044, 21.501]
1	4	2023-04-25 12:39:45.498821	[16.30303, 21.20002, 16.28215, 21.18435]
1	5	2023-04-25 12:39:53.952557	[15.89477, 20.84685, 15.86676, 20.83099]
1	6	2023-04-25 12:40:02.427742	[15.50574, 20.50939, 15.48432, 20.49617]
1	7	2023-04-25 12:40:10.887688	[15.1988, 20.23967, 15.18463, 20.23272]
1	8	2023-04-25 12:40:19.347648	[14.97247, 20.04024, 14.9595, 20.03734]
1	9	2023-04-25 12:40:27.791288	[14.82535, 19.90927, 14.8252, 19.91136]
2	0	2023-04-25 12:41:48.804286	[25.09271, 32.78596, 25.07522, 32.78302]
2	1	2023-04-25 12:41:57.267677	[24.84089, 32.39871, 24.83414, 32.40319]
2	2	2023-04-25 12:42:05.702996	[24.77778, 32.29075, 24.77514, 32.25098]
2	3	2023-04-25 12:42:14.190530	[24.8496, 32.46069, 24.84876, 32.44764]
2	4	2023-04-25 12:42:22.646290	[24.91785, 32.48066, 24.92695, 32.51897]
2	5	2023-04-25 12:42:31.105411	[24.94291, 32.31316, 24.95554, 32.35649]
2	6	2023-04-25 12:42:39.565300	[24.99188, 32.44182, 24.99002, 32.42126]
2	7	2023-04-25 12:42:47.993762	[25.03978, 32.65414, 25.03729, 32.638]
2	8	2023-04-25 12:42:56.452071	[25.03375, 32.62978, 25.03578, 32.65592]
2	9	2023-04-25 12:43:04.884751	[24.99722, 32.5263, 24.99865, 32.52419]
3	0	2023-04-25 12:44:18.304324	[35.07746, 41.1969, 35.06085, 41.17262]
3	1	2023-04-25 12:44:26.763676	[34.87148, 40.90232, 34.85814, 40.88298]
3	2	2023-04-25 12:44:35.235761	[34.80461, 40.69314, 34.79917, 40.6777]
3	3	2023-04-25 12:44:43.680646	[34.83793, 40.58366, 34.84641, 40.58498]
3	4	2023-04-25 12:44:52.149318	[34.90044, 40.53621, 34.91804, 40.55061]
3	5	2023-04-25 12:45:00.642628	[34.9692, 40.61018, 34.97419, 40.61545]
3	6	2023-04-25 12:45:09.091719	[34.97456, 40.58915, 34.97812, 40.58848]
3	7	2023-04-25 12:45:17.538782	[35.03325, 40.65748, 35.04921, 40.67266]
3	8	2023-04-25 12:45:25.993922	[35.00773, 40.64841, 35.01763, 40.65524]
3	9	2023-04-25 12:45:34.441214	[34.99445, 40.62354, 35.00521, 40.62525]
4	0	2023-04-25 12:46:45.384997	[45.0295, 52.84542, 44.99144, 52.83813]
4	1	2023-04-25 12:46:53.807299	[44.65308, 52.73278, 44.64154, 52.72138]
4	2	2023-04-25 12:47:02.235679	[44.65452, 52.56931, 44.66472, 52.56855]
4	3	2023-04-25 12:47:10.711795	[44.75668, 52.48801, 44.78342, 52.49537]
4	4	2023-04-25 12:47:19.169826	[44.91333, 52.48023, 44.93305, 52.49537]
4	5	2023-04-25 12:47:27.646719	[44.97366, 52.48478, 44.98099, 52.49151]
4	6	2023-04-25 12:47:36.105450	[45.09888, 52.63226, 45.08702, 52.62389]
4	7	2023-04-25 12:47:44.550692	[45.07673, 52.68199, 45.07349, 52.68256]
4	8	2023-04-25 12:47:53.002855	[45.02379, 52.70181, 45.02541, 52.70457]
4	9	2023-04-25 12:48:01.488432	[45.04868, 52.78493, 45.04745, 52.79274]
5	0	2023-04-25 12:49:35.983745	[55.04922, 64.04834, 55.02137, 64.07858]
5	1	2023-04-25 12:49:44.441482	[54.52619, 64.25354, 54.51833, 64.27055]
5	2	2023-04-25 12:49:52.884604	[54.24366, 64.19944, 54.27103, 64.22633]
5	3	2023-04-25 12:50:01.360847	[54.24007, 64.11884, 54.25011, 64.12078]
5	4	2023-04-25 12:50:09.804252	[54.52938, 64.23512, 54.52306, 64.22066]
5	5	2023-04-25 12:50:18.303674	[54.93246, 64.53148, 54.91242, 64.50899]
5	6	2023-04-25 12:50:26.758580	[55.10073, 64.68269, 55.09262, 64.67635]
