0	0	2023-04-25 11:19:01.985997	[259.8018, 238.7429, 259.7743, 238.8121]
0	1	2023-04-25 11:19:10.468616	[259.6238, 239.8613, 259.6279, 239.9239]
0	2	2023-04-25 11:19:18.887632	[259.7752, 240.9083, 259.7831, 240.9662]
0	3	2023-04-25 11:19:27.334629	[259.8874, 241.8769, 259.8994, 241.9376]
0	4	2023-04-25 11:19:35.760736	[259.9791, 242.8313, 259.9776, 242.8809]
1	0	2023-04-25 11:21:03.830327	[250.1066, 249.6801, 250.0901, 249.7007]
1	1	2023-04-25 11:21:12.239580	[249.8875, 250.0488, 249.8737, 250.0645]
1	2	2023-04-25 11:21:20.650961	[249.8068, 250.4639, 249.8026, 250.4858]
1	3	2023-04-25 11:21:29.046463	[249.7231, 250.8191, 249.7209, 250.8417]
1	4	2023-04-25 11:21:37.456954	[249.6873, 251.1806, 249.6781, 251.1932]
2	0	2023-04-25 11:23:42.179286	[240.1372, 253.0532, 240.1358, 253.0624]
2	1	2023-04-25 11:23:50.639108	[240.053, 253.0832, 240.047, 253.0794]
2	2	2023-04-25 11:23:59.067883	[239.9032, 253.0084, 239.8952, 253.0024]
2	3	2023-04-25 11:24:07.487253	[239.7744, 252.8849, 239.7787, 252.8852]
2	4	2023-04-25 11:24:15.907624	[239.7915, 252.8597, 239.794, 252.8591]
3	0	2023-04-25 11:28:53.736610	[230.204, 247.4759, 230.2056, 247.4727]
3	1	2023-04-25 11:29:02.189402	[230.2225, 247.4675, 230.2167, 247.4612]
3	2	2023-04-25 11:29:10.624154	[230.1403, 247.3988, 230.1377, 247.3946]
3	3	2023-04-25 11:29:19.035675	[230.0062, 247.2425, 230.0005, 247.2352]
3	4	2023-04-25 11:29:27.463705	[229.9327, 247.0944, 229.9306, 247.0881]
4	0	2023-04-25 11:31:38.982684	[220.0798, 243.511, 220.0647, 243.4877]
4	1	2023-04-25 11:31:47.409696	[219.9916, 243.2207, 219.9879, 243.2029]
4	2	2023-04-25 11:31:55.821557	[219.9194, 242.9207, 219.9173, 242.9041]
4	3	2023-04-25 11:32:04.233399	[219.8349, 242.6057, 219.8344, 242.5933]
4	4	2023-04-25 11:32:12.668170	[219.8651, 242.4118, 219.859, 242.3922]
5	0	2023-04-25 11:34:24.648551	[210.1231, 236.9397, 210.1118, 236.9128]
5	1	2023-04-25 11:34:33.071456	[209.9591, 236.4958, 209.9586, 236.478]
5	2	2023-04-25 11:34:41.484802	[209.9502, 236.1685, 209.95, 236.153]
5	3	2023-04-25 11:34:49.895557	[209.9027, 235.8302, 209.8993, 235.8073]
5	4	2023-04-25 11:34:58.307470	[209.8336, 235.4798, 209.8204, 235.4511]
6	0	2023-04-25 11:37:13.603777	[200.1384, 228.9415, 200.1305, 228.9167]
6	1	2023-04-25 11:37:22.028338	[199.9757, 228.4839, 199.9666, 228.4574]
6	2	2023-04-25 11:37:30.472427	[199.8409, 228.0172, 199.8403, 227.994]
6	3	2023-04-25 11:37:38.899566	[199.7782, 227.5754, 199.7731, 227.5484]
6	4	2023-04-25 11:37:47.312175	[199.7478, 227.1739, 199.7441, 227.1455]
7	0	2023-04-25 11:40:07.182290	[190.1853, 219.959, 190.1791, 219.9356]
7	1	2023-04-25 11:40:15.591374	[189.9952, 219.4958, 189.9802, 219.4606]
7	2	2023-04-25 11:40:23.987764	[189.7875, 218.963, 189.7742, 218.9283]
7	3	2023-04-25 11:40:32.399950	[189.7248, 218.4942, 189.7284, 218.4714]
7	4	2023-04-25 11:40:40.815986	[189.6894, 218.0146, 189.7005, 217.9995]
8	0	2023-04-25 11:42:59.241403	[180.147, 210.6327, 180.1364, 210.6035]
8	1	2023-04-25 11:43:07.650251	[179.9839, 210.1358, 179.9775, 210.1095]
8	2	2023-04-25 11:43:16.046462	[179.8984, 209.6822, 179.8934, 209.6557]
8	3	2023-04-25 11:43:24.474891	[179.8397, 209.224, 179.8369, 209.1982]
8	4	2023-04-25 11:43:32.891220	[179.7753, 208.7618, 179.7621, 208.724]
9	0	2023-04-25 11:45:52.785969	[170.1696, 201.1596, 170.1658, 201.136]
9	1	2023-04-25 11:46:01.197200	[170.043, 200.6836, 170.0388, 200.6593]
9	2	2023-04-25 11:46:09.606357	[169.948, 200.2133, 169.9407, 200.1833]
9	3	2023-04-25 11:46:18.020651	[169.8146, 199.7007, 169.8103, 199.6738]
9	4	2023-04-25 11:46:26.437010	[169.7796, 199.2457, 169.7777, 199.2194]
10	0	2023-04-25 11:49:39.806345	[160.1833, 189.0938, 160.1786, 189.0729]
10	1	2023-04-25 11:49:48.218592	[160.048, 188.6795, 160.0431, 188.6582]
